,pref,city,town,other,lon_min,lat_min,lon_max,lat_max
5349,北海道,札幌市手稲区,前田七条１１丁目,,141.2521664575522,43.12707621840876,141.25870136052922,43.130735942922016
5350,北海道,札幌市手稲区,前田七条１２丁目,,141.2511734190051,43.129370199706955,141.25661869758872,43.13236428475134
5351,北海道,札幌市手稲区,前田七条１３丁目,,141.24983214749295,43.13007088584663,141.25408785963052,43.132952910333564
5352,北海道,札幌市手稲区,前田七条１４丁目,,141.2488039458157,43.13100890879512,141.2523501509996,43.133911315960866
5353,北海道,札幌市手稲区,前田七条１５丁目,,141.24453586055782,43.13175455935002,141.2515561054885,43.13681638932137
5354,北海道,札幌市手稲区,前田七条１７丁目,,141.24160060365395,43.13575759392754,141.24580700779984,43.139076178085865
5355,北海道,札幌市手稲区,前田七条１８丁目,,141.24130256354306,43.13747313475903,141.24406481161625,43.14012895788602
5356,北海道,札幌市手稲区,前田八条８丁目,,141.2617737960754,43.124141569115075,141.26612089787955,43.12761039654689
5357,北海道,札幌市手稲区,前田八条９丁目,,141.25985160192948,43.12549689453208,141.2642928784345,43.12915108439987
5358,北海道,札幌市手稲区,前田八条１０丁目,,141.25730713494363,43.12683392277488,141.26189199819956,43.130437194442706
5359,北海道,札幌市手稲区,前田八条１１丁目,,141.25686538220904,43.1295951417096,141.2598567347447,43.13167349104368
5360,北海道,札幌市手稲区,前田八条１２丁目,,141.25408785963052,43.13054602679531,141.25809921495576,43.13348782869507
5361,北海道,札幌市手稲区,前田八条１３丁目,,141.25253216405963,43.13236428475134,141.2555342517458,43.134303815718035
5362,北海道,札幌市手稲区,前田八条１４丁目,,141.25139970006023,43.13282550834451,141.25440400847089,43.13506131486741
5363,北海道,札幌市手稲区,前田八条１５丁目,,141.24746591711852,43.1337458788556,141.25332812987466,43.138071373202564
5364,北海道,札幌市手稲区,前田八条１７丁目,,141.24406481161625,43.1376629674145,141.24848074149006,43.14094157092579
5365,北海道,札幌市手稲区,前田八条１８丁目,,141.24214319607304,43.139076178085865,141.24673037650015,43.14220569748886
